"date","banksy.tot","banksy.pos","banksy.neg","banksy.neu","banksy.imp","burmavj.tot","burmavj.pos","burmavj.neg","burmavj.neu","burmavj.imp","dangerousman.tot","dangerousman.pos","dangerousman.neg","dangerousman.neu","dangerousman.imp","foodinc.tot","foodinc.pos","foodinc.neg","foodinc.neu","foodinc.imp","gasland.tot","gasland.pos","gasland.neg","gasland.neu","gasland.imp","hellandbackagain.tot","hellandbackagain.pos","hellandbackagain.neg","hellandbackagain.neu","hellandbackagain.imp","ifatreefalls.tot","ifatreefalls.pos","ifatreefalls.neg","ifatreefalls.neu","ifatreefalls.imp","insidejob.tot","insidejob.pos","insidejob.neg","insidejob.neu","insidejob.imp","paradiselost3.tot","paradiselost3.pos","paradiselost3.neg","paradiselost3.neu","paradiselost3.imp","pina.tot","pina.pos","pina.neg","pina.neu","pina.imp","restrepo.tot","restrepo.pos","restrepo.neg","restrepo.neu","restrepo.imp","thecove.tot","thecove.pos","thecove.neg","thecove.neu","thecove.imp","wasteland.tot","wasteland.pos","wasteland.neg","wasteland.neu","wasteland.imp","whichwayhome.tot","whichwayhome.pos","whichwayhome.neg","whichwayhome.neu","whichwayhome.imp","burmavj.goog","thecove.goog","dangerousman.goog","wasteland.goog","whichwayhome.goog","banksy.goog","foodinc.goog","gasland.goog","hellandbackagain.goog","ifatreefalls.goog","insidejob.goog","paradiselost3.goog","restrepo.goog","banksy.tv.cts","banksy.show.cts","banksy.pap.cts","banksy.article.cts","dangerousman.tv.cts","dangerousman.show.cts","dangerousman.pap.cts","dangerousman.article.cts","foodinc.tv.cts","foodinc.show.cts","foodinc.pap.cts","foodinc.article.cts","gasland.tv.cts","gasland.show.cts","gasland.pap.cts","gasland.article.cts","hellandbackagain.tv.cts","hellandbackagain.show.cts","hellandbackagain.pap.cts","hellandbackagain.article.cts","ifatreefalls.tv.cts","ifatreefalls.show.cts","ifatreefalls.pap.cts","ifatreefalls.article.cts","insidejob.tv.cts","insidejob.show.cts","insidejob.pap.cts","insidejob.article.cts","paradiselost3.tv.cts","paradiselost3.show.cts","paradiselost3.pap.cts","paradiselost3.article.cts","pina.tv.cts","pina.show.cts","pina.pap.cts","pina.article.cts","restrepo.tv.cts","restrepo.show.cts","restrepo.pap.cts","restrepo.article.cts","thecove.tv.cts","thecove.show.cts","thecove.pap.cts","thecove.article.cts","wasteland.tv.cts","wasteland.show.cts","wasteland.pap.cts","wasteland.article.cts","burmavj.tv.cts","burmavj.show.cts","burmavj.pap.cts","burmavj.article.cts","whichwayhome.tv.cts","whichwayhome.show.cts","whichwayhome.pap.cts","whichwayhome.article.cts","pina.goog"
"2010-06-20",71,21,1,49,16667,0,0,0,0,0,0,0,0,0,0,12,5,2,5,578,22,7,0,15,50170,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,201,18,2,0,16,683,62,17,2,43,8911,3,1,0,2,0,0,0,0,0,0,11,33,18,0,0,32,20,100,0,0,1,2,77,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2010-06-21",110,33,4,73,22178,1,0,0,1,0,1,0,0,1,0,15,8,1,6,431,218,11,2,205,78077,0,0,0,0,0,1,1,0,0,48,3,0,0,3,1552,0,0,0,0,0,1,0,0,1,0,13,4,0,9,2079,314,155,2,157,177028,1,1,0,0,48,0,0,0,0,0,9,33,20,0,0,28,19,49,0,0,1,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2010-06-22",63,25,3,35,9122,0,0,0,0,0,0,0,0,0,0,16,9,1,6,756,418,56,40,322,112409,0,0,0,0,0,7,1,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,560,37,5,3,29,266505,68,17,2,49,32574,7,1,0,6,0,0,0,0,0,0,9,33,20,0,0,28,19,49,0,0,1,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,5
"2010-06-23",82,29,4,49,19008,0,0,0,0,0,1,0,0,1,0,19,9,1,9,16323,97,10,4,83,45830,1,1,0,0,0,0,0,0,0,0,1,0,0,1,510,0,0,0,0,0,1,0,0,1,0,40,7,0,33,23597,21,6,2,13,445,0,0,0,0,0,0,0,0,0,0,9,33,20,0,0,28,19,49,0,0,1,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,5
"2010-06-24",58,18,4,36,7648,2,0,1,1,82,2,0,0,2,0,23,11,2,10,4958,168,26,17,125,94879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1084,107,29,2,76,92572,32,8,2,22,559933,0,0,0,0,0,0,0,0,0,0,9,33,20,0,0,28,19,49,0,0,1,2,100,0,0,0,0,0,0,4,1,0,0,0,0,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"2010-06-25",60,22,5,33,15236,2,0,0,2,5754,0,0,0,0,0,5,0,0,5,102,155,16,46,93,65684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,39,6,64,188794,45,1,3,41,35016,0,0,0,0,0,0,0,0,0,0,9,33,20,0,0,28,19,49,0,0,1,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2010-06-26",62,26,1,35,6243,0,0,0,0,0,1,0,0,1,0,18,11,1,6,3641,89,20,10,59,43221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,11,1,46,23887,27,7,4,16,2176,0,0,0,0,0,0,0,0,0,0,9,33,20,0,0,28,19,49,0,0,1,2,100,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"2010-06-27",64,30,3,31,5208,0,0,0,0,0,6,0,0,6,1128,16,10,0,6,4089,46,7,8,31,52360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,33,5,1,27,4552,28,4,3,21,3388,0,0,0,0,0,0,0,0,0,0,9,33,20,0,0,28,19,49,0,0,1,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"2010-06-28",81,27,8,46,14619,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,39,12,2,25,20737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,39,35,7,4,24,25247,20,1,0,19,6688,0,0,0,0,0,0,0,0,0,0,7,32,17,0,0,31,14,31,0,0,1,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2010-06-29",73,25,5,43,31168,0,0,0,0,0,1,0,0,1,0,9,4,1,4,163,52,14,6,32,20737,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,2,262,33,12,0,21,17950,15,7,0,8,5897,2,2,0,0,0,0,0,0,0,0,7,32,17,0,0,31,14,31,0,0,1,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2010-06-30",62,21,7,34,4199,1,0,1,0,4,0,0,0,0,0,10,4,1,4,3311,39,8,8,23,6867,0,0,0,0,0,1,1,0,0,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,18,3661,13,6,0,7,530,1,1,0,0,718,0,0,0,0,0,7,32,17,0,0,31,14,31,0,0,1,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2010-07-01",90,38,5,47,45780,1,0,0,1,4005,0,0,0,0,0,42,28,1,13,51406,50,12,7,31,42161,0,0,0,0,0,3,1,0,2,25635,0,0,0,0,0,0,0,0,0,0,2,0,0,2,419,76,43,1,32,784513,47,11,3,33,42795,3,1,0,2,25635,0,0,0,0,0,7,32,17,0,0,31,14,31,0,0,1,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2010-07-02",91,29,8,54,49490,0,0,0,0,0,2,0,0,2,586,13,7,0,6,6707,43,14,3,26,39280,0,0,0,0,0,3,1,0,2,583,1,0,0,1,2,0,0,0,0,0,2,0,2,0,239,76,30,6,40,1159500,114,17,3,94,283345,3,1,0,2,583,0,0,0,0,0,7,32,17,0,0,31,14,31,0,0,1,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,6
"2010-07-03",103,33,6,64,94467,2,1,0,1,529,0,0,0,0,0,27,12,3,12,24806,59,8,5,46,186689,0,0,0,0,0,2,0,0,2,1051,0,0,0,0,0,0,0,0,0,0,4,2,0,2,1889,57,20,0,37,838195,324,89,11,224,862182,2,0,0,2,1051,0,0,0,0,0,7,32,17,0,0,31,14,31,0,0,1,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2010-07-04",108,40,2,66,674884,0,0,0,0,0,2,0,0,2,245,18,14,0,4,10215,42,6,8,28,230053,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2545,0,0,0,0,0,6,1,0,5,1167,19,7,0,12,9161,102,36,3,63,197619,0,0,0,0,0,0,0,0,0,0,7,32,17,0,0,31,14,31,0,0,1,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2010-07-05",115,38,7,70,138654,1,0,0,1,596,0,0,0,0,0,16,4,1,11,29728,115,22,16,77,145462,0,0,0,0,0,3,0,0,3,1095,1,0,0,1,34,0,0,0,0,0,4,1,0,3,1203,20,2,1,17,37536,80,30,5,45,197802,3,0,0,3,1095,0,0,0,0,0,7,34,10,0,0,25,19,19,0,0,1,4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"2010-07-06",165,73,12,80,1442217,1,0,0,1,5861,1,1,0,0,39,27,14,1,12,52573,89,17,6,66,153052,0,0,0,0,0,2,0,0,2,3912,0,0,0,0,0,0,0,0,0,0,4,0,0,4,394,44,12,1,31,491333,126,32,8,86,420703,2,0,0,2,3912,0,0,0,0,0,7,34,10,0,0,25,19,19,0,0,1,4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"2010-07-07",166,49,3,114,157202,0,0,0,0,0,2,0,0,2,1501,18,8,2,8,18189,40,12,8,20,35825,0,0,0,0,0,3,0,0,3,6950,0,0,0,0,0,0,0,0,0,0,3,0,0,3,360,42,6,2,34,50088,89,25,2,62,301498,3,0,0,3,6950,0,0,0,0,0,7,34,10,0,0,25,19,19,0,0,1,4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"2010-07-08",131,59,8,64,140716,0,0,0,0,0,2,1,0,1,229,36,18,6,12,31117,33,10,2,21,22802,0,0,0,0,0,2,1,0,1,3638,1,1,0,0,205,0,0,0,0,0,3,1,0,2,536,28,7,2,19,153321,48,19,1,28,70824,2,1,0,1,3638,0,0,0,0,0,7,34,10,0,0,25,19,19,0,0,1,4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"2010-07-09",136,59,8,69,135155,0,0,0,0,0,2,0,0,2,391,19,8,3,8,24421,56,10,6,40,73799,0,0,0,0,0,4,2,0,2,12528,0,0,0,0,0,0,0,0,0,0,4,2,0,2,64,38,5,0,33,139011,161,15,5,141,219053,4,2,0,2,12528,0,0,0,0,0,7,34,10,0,0,25,19,19,0,0,1,4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"2010-07-10",99,40,2,57,95838,1,0,0,1,573,0,0,0,0,0,19,11,0,8,26601,28,10,2,16,94900,0,0,0,0,0,3,2,0,1,2258,0,0,0,0,0,0,0,0,0,0,3,2,0,1,178,42,7,2,33,32988,43,10,3,30,53168,3,2,0,1,2258,0,0,0,0,0,7,34,10,0,0,25,19,19,0,0,1,4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"2010-07-11",112,42,7,63,84118,3,1,0,2,2814,0,0,0,0,0,21,9,2,10,47946,29,5,1,23,2041677,0,0,0,0,0,2,0,0,2,324,3,1,0,2,5969,0,0,0,0,0,3,2,0,1,281,22,6,1,15,40638,43,15,2,26,47710,2,0,0,2,324,0,0,0,0,0,7,34,10,0,0,25,19,19,0,0,1,4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"2010-07-12",123,36,9,78,94799,1,0,0,1,446,6,0,0,6,2057,38,18,4,16,19705,34,12,1,21,100916,0,0,0,0,0,4,0,0,4,5452,4,0,0,4,844,0,0,0,0,0,3,2,0,1,1340,28,5,2,21,142550,74,24,11,39,131468,4,0,0,4,5452,0,0,0,0,0,7,46,18,0,0,25,17,15,0,0,1,3,57,0,0,0,0,0,0,2,1,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2010-07-13",112,28,8,76,83172,0,0,0,0,0,2,0,0,2,4714,45,35,1,9,423946,20,10,1,9,16695,0,0,0,0,0,2,0,0,2,196,3,1,0,2,454,0,0,0,0,0,4,1,0,3,1787,24,4,2,18,144072,107,14,1,92,336099,2,0,0,2,196,0,0,0,0,0,7,46,18,0,0,25,17,15,0,0,1,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2010-07-14",86,36,9,41,51348,1,0,0,1,3912,2,0,0,2,10809,25,12,1,12,15689,16,8,0,8,25870,0,0,0,0,0,5,3,1,1,2109,0,0,0,0,0,0,0,0,0,0,2,1,0,1,397,39,8,3,28,121825,58,18,3,37,141295,5,3,1,1,2109,0,0,0,0,0,7,46,18,0,0,25,17,15,0,0,1,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2010-07-15",103,22,4,77,108060,1,0,1,0,404,2,0,0,2,0,18,7,2,9,31048,20,4,2,14,27955,0,0,0,0,0,6,1,0,5,1111,10,0,0,10,5396,0,0,0,0,0,5,0,0,5,2812,36,9,2,25,101828,44,22,4,18,52208,6,1,0,5,1111,3,0,0,3,43103,7,46,18,0,0,25,17,15,0,0,1,3,57,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2010-07-16",109,39,9,61,110463,0,0,0,0,0,0,0,0,0,0,27,15,3,9,29227,36,9,1,26,39824,0,0,0,0,0,50,24,0,26,2675214,3,0,0,3,1510,0,0,0,0,0,3,0,0,3,1847,36,7,1,28,86155,59,32,6,21,168829,50,24,0,26,2675214,1,0,0,1,97,7,46,18,0,0,25,17,15,0,0,1,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2010-07-17",78,21,4,53,84783,0,0,0,0,0,2,0,0,2,551,24,7,1,16,43741,11,2,0,9,22917,0,0,0,0,0,2,1,0,1,192,5,0,0,5,11397,0,0,0,0,0,0,0,0,0,0,32,16,0,16,63512,36,10,4,22,15287,2,1,0,1,192,2,0,0,2,1738,7,46,18,0,0,25,17,15,0,0,1,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2010-07-18",97,41,2,54,319116,0,0,0,0,0,13,0,0,13,12417,22,9,1,12,19737,15,4,2,9,49960,0,0,0,0,0,2,0,0,2,731,0,0,0,0,0,0,0,0,0,0,6,3,0,3,1695,45,8,5,32,98419,27,8,0,19,23270,2,0,0,2,731,1,1,0,0,429,7,46,18,0,0,25,17,15,0,0,1,3,57,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2010-07-19",89,29,4,56,72025,2,0,0,2,13694,4,0,0,4,8318,33,12,2,19,47717,22,7,2,13,30886,0,0,0,0,0,10,1,0,9,34637,2,0,0,2,520,0,0,0,0,0,3,0,0,3,436,42,8,1,33,103965,41,18,3,20,40016,10,1,0,9,34637,0,0,0,0,0,5,35,41,0,0,20,15,22,0,0,1,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2010-07-20",96,38,7,51,98687,2,1,1,0,3186,7,1,1,5,2548,25,13,1,11,152126,24,7,0,17,42016,0,0,0,0,0,5,1,0,4,20750,0,0,0,0,0,0,0,0,0,0,4,1,0,3,1213,9,2,0,7,3952,286,126,23,137,229363,5,1,0,4,20750,1,0,0,1,2637,5,35,41,0,0,20,15,22,0,0,1,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2010-07-21",130,35,11,84,110710,1,0,0,1,73,18,1,0,17,21427,27,13,1,13,27511,34,12,3,19,62765,0,0,0,0,0,2,0,0,2,199,1,0,0,1,2488,0,0,0,0,0,7,0,2,5,2965,24,5,0,19,41340,180,47,20,113,361031,2,0,0,2,199,0,0,0,0,0,5,35,41,0,0,20,15,22,0,0,1,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2010-07-22",72,23,3,46,89659,2,1,0,1,252,5,2,1,2,4227,37,16,3,18,34317,40,15,1,24,85997,0,0,0,0,0,6,0,0,6,2599,0,0,0,0,0,0,0,0,0,0,2,0,0,2,177,33,8,3,22,63848,66,18,15,33,275299,6,0,0,6,2599,0,0,0,0,0,5,35,41,0,0,20,15,22,0,0,1,3,45,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2010-07-23",102,35,6,61,266351,2,1,1,0,2692,3,1,0,2,240,15,8,0,7,15182,68,17,0,51,393067,0,0,0,0,0,6,0,0,6,21323,0,0,0,0,0,0,0,0,0,0,3,1,0,2,176,22,5,2,15,758058,47,20,4,23,74867,6,0,0,6,21323,0,0,0,0,0,5,35,41,0,0,20,15,22,0,0,1,3,45,0,0,1,1,0,0,2,1,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2010-07-24",85,34,4,47,116841,0,0,0,0,0,8,1,0,7,4337,21,10,1,10,5721,30,3,1,26,73351,0,0,0,0,0,4,3,0,1,4957,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1581,21,3,4,14,13072,52,8,4,40,78674,4,3,0,1,4957,0,0,0,0,0,5,35,41,0,0,20,15,22,0,0,1,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2010-07-25",97,44,4,49,137980,0,0,0,0,0,7,2,0,5,3953,18,6,1,11,5126,46,12,5,29,347411,0,0,0,0,0,3,0,0,3,773,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9142,24,4,5,15,17280,36,11,2,23,17786,3,0,0,3,773,0,0,0,0,0,5,35,41,0,0,20,15,22,0,0,1,3,45,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2010-07-26",97,29,4,64,100994,1,0,0,1,975,10,3,1,6,3774,25,21,1,3,46489,25,4,3,18,60646,0,0,0,0,0,6,0,0,6,10960,0,0,0,0,0,0,0,0,0,0,3,1,0,2,530,14,5,1,8,16102,82,6,7,69,278267,6,0,0,6,10960,0,0,0,0,0,6,31,18,8,0,18,16,12,0,0,1,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2010-07-27",74,24,3,47,45391,1,0,0,1,11917,7,1,0,6,889,25,13,0,12,34869,11,6,0,5,13896,0,0,0,0,0,3,1,1,1,328,1,0,0,1,0,0,0,0,0,0,4,1,0,3,597,18,11,1,6,6464,59,13,3,43,90030,3,1,1,1,328,0,0,0,0,0,6,31,18,8,0,18,16,12,0,0,1,4,55,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2010-07-28",80,33,5,42,62034,0,0,0,0,0,5,1,0,4,2602,23,14,0,9,16859,19,4,3,12,11545,0,0,0,0,0,2,0,0,2,8588,3,0,0,3,943,0,0,0,0,0,5,1,0,4,1802,16,7,2,7,16787,57,24,3,30,102347,2,0,0,2,8588,0,0,0,0,0,6,31,18,8,0,18,16,12,0,0,1,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2010-07-29",65,28,1,36,69331,4,3,0,1,1358,4,0,0,4,9691,19,10,1,8,39927,52,4,1,47,84204,0,0,0,0,0,7,1,0,6,10394,1,0,1,0,147,0,0,0,0,0,3,0,1,2,1130,13,4,1,8,22779,153,16,0,137,545979,7,1,0,6,10394,0,0,0,0,0,6,31,18,8,0,18,16,12,0,0,1,4,55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2010-07-30",96,30,6,60,98908,0,0,0,0,0,5,1,0,4,7551,31,16,3,12,29802,19,3,1,15,22459,0,0,0,0,0,9,2,0,7,13672,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1770,31,4,0,27,37890,73,7,6,60,85950,9,2,0,7,13672,1,1,0,0,1952,6,31,18,8,0,18,16,12,0,0,1,4,55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2010-07-31",50,17,2,31,64429,0,0,0,0,0,15,3,0,12,24192,23,6,2,15,372239,25,11,1,13,28613,0,0,0,0,0,3,0,1,2,28,0,0,0,0,0,0,0,0,0,0,4,2,0,2,1094,14,4,0,10,15842,29,9,5,15,53669,3,0,1,2,28,0,0,0,0,0,6,31,18,8,0,18,16,12,0,0,1,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
